subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Operating Systems,Operating System (Examveda),Which of the following is drop down list?,List,Combo box,Text area,None,B,"A Combo Box displays a text box combined with a List Box, which enables the user to select items from the list or enter a new value. The Dropdown Style property specifies whether the list is always displayed or whether the list is displayed in a drop-down. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Operating System)
 Each Section contains maximum 100 MCQs question on Operating System. To get more questions visit other sections.
 
 Operating System - Section 2
 Operating System - Section 3
 Operating System - Section 4
 Operating System - Section 5
 Operating System - Section 6
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=6,
Operating Systems,Operating System (Examveda),Recently deleted files are stored in,Recycle bin,Desktop,Taskbar,My computer,A,"In computing, the Trash (also known as the Recycle Bin in Windows and by other names in other operating systems ) is temporary storage for files that have been deleted in a file manager by the user, but not yet permanently erased from the file system. Typically, a recycle bin is presented as a special file directory to the user (whether or not it is actually a single directory depends on the implementation), allowing the user to browse deleted files, undelete those that were deleted by mistake, or delete them permanently (either one by one, or by the ""Empty Trash"" function).
Source : wikipedia.org",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),Which components appear in the initial Windows start up display?,Dialog boxes,Start menu,Taskbar,All of above,C,The taskbar is an element of an operating system located at the bottom of the screen. It allows you to locate and launch programs through Start and the Start menu or view any program that's currently open.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),A small part of taskbar that has icons of background running applications is,Start button,Quick launch,Task bar,System tray,D,"The system tray is a notification area on the operating system taskbar. It contains icons that provide users with easy access to system functions such as email, printer, network connections and volume control. The icons also indicate the statuses of the processes running on the computer.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),An operating system version designed for use with a media center PC is Microsoft Windows XP,Home edition,Media center edition,Tablet PC edition,None of above,B,"Windows XP Media Center Edition (MCE) is a version of the Windows XP operating system which was the first version of Windows to include Windows Media Center, designed to serve as a home-entertainment hub.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),An operating system version designed for use with a tablet PC is Microsoft Windows XP,Home edition,Media center edition,Tablet PC edition,None of the above,C,"An operating system version designed for use with a tablet PC is Microsoft Windows XP Tablet PC edition. A tablet PC is a portable PC that is a hybrid between a personal digital assistant (PDA) and notebook PC. Equipped with a touch screen interface, a tablet PC usually has a software application used to run a virtual keyboard. However, many tablet PCs support external keyboards.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),"If you hard disk is partitioned into 3 drives, the number of recycle bin for that hard disk is",1,2,3,4,A,,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),The date and time displays on,Taskbar,Status bar,System tray,Launch pad,C,"The system tray is a notification area on the operating system taskbar. It contains icons that provide users with easy access to system functions such as email, printer, network connections and volume control. The icons also indicate the statuses of the processes running on the computer.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),...... runs on a computer hardware and serves as a platform for other system to run on,Operating system,Application system,System software,All of above,A,Operating system runs on computer hardware and serves as platform for other software's to run on it. The other software that runs on operating system platform is known as application or application programs.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),Which runs on computer hardware and serve as platform for other software to run on?,Operating System,Application Software,System Software,All,A,Operating system runs on computer hardware and serves as platform for other software's to run on it. The other software that runs on operating system platform is known as application or application programs.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),Which is the first program run on a computer when the computer boots up?,System software,Operating system,System operations,None,B,"When we turn on our computer installed operating system will start working. It ensures the co-ordination of other stored programs with system's hardware components. To enable operating system a Process is done which is called ""Booting"". 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Operating System)
 Each Section contains maximum 100 MCQs question on Operating System. To get more questions visit other sections.
 
 Operating System - Section 2
 Operating System - Section 3
 Operating System - Section 4
 Operating System - Section 5
 Operating System - Section 6
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=7,
Operating Systems,Operating System (Examveda),The ....... contains commands associated with the My Computer window,Standard menu,Start menu,System menu,None of the above,C,"The System menu contains commands associated with the My Computer window. The Android System Settings menu allows you to control most aspects of your device everything from establishing a new Wi-Fi or Bluetooth connection, to installing a third-party onscreen keyboard, to adjusting system sounds and screen brightness.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),....... is the layer of a computer system between the hardware and the user program,Operating environment,Operating system,System environment,None of these,B,"Operating system is the layer of a computer system between the hardware and the user program. For the most part, the IT industry largely focuses on the top five OSs, including Apple Mac OS, Microsoft Windows, Google's Android OS, Linux Operating System, and Apple I OS.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),Which is the layer of a computer system between the hardware and the user program,Operating environment,Operating system,System environment,None,B,"Operating system is the layer of a computer system between the hardware and the user program. For the most part, the IT industry largely focuses on the top five OSs, including Apple Mac OS, Microsoft Windows, Google's Android OS, Linux Operating System, and Apple I OS.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),When you start up the computer the boot up storage at which the BIOS versions manufacturer and data are displayed on the monitor is called,Bootstrap,Power on self test (POST),System configuration,Kernel loading,B,"When power is turned on, POST (Power-On Self-Test) is the diagnostic testing sequence that a computer's basic input/output system (or ""starting program"") runs to determine if the computer keyboard, random access memory, disk drives, and other hardware are working correctly.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),The operating system is the most common type of ...... Software,Communication,Application,System,Word processing software,C,"The operating system is the most common type of system software. System software is computer software designed to provide a platform to other software. Examples of system software include operating systems, computational science software, game engines, industrial automation, and software as a service application.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),Which of the following is/are external commands?,Edit,Label,Sys,All of above,D,,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),Which is not an external command?,Edit,XCOPY,Sys,None of the above,D,"External commands are predefined commands for end users. They are operating-system independent and are protected by authorizations, so that normal end users can schedule only those commands that the system administrator permits them to.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),Which of the following is not essential to shut down your computer?,Save all opened files,Close all running applications,Switch off monitor,Cut off the power supply,C,"After finding the power button, press the button to turn off the monitor. Sometimes, you may need to press and hold the power button for 2 or 3 seconds to power off the monitor. Some monitor power buttons may also only require your finger touch and not push in on the button.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),What is Dr. Watson?,IT Expert,Diagnosis tool,Surgeon,None,B,Dr. Watson is a diagnostic tool that gathers information about your computer when a problem occurs with a program. The information gathered by Dr. Watson is called a snapshot. The snapshot includes information that: Identifies the program that has a problem.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),You can move a window to a different position on your screen by dragging it by its,Move handle,Tail,Status bar,Title bar,A,,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=8,
Operating Systems,Operating System (Examveda),"A bar that inform you the available options in your computer, opened applications, background running applications and can be used to switch between applications quickly is",Menu bar,Tool bar,Status bar,Task bar,D,"A bar that informs you the available options in your computer, opened applications, background running applications and can be used to switch between applications quickly is Task bar.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),Taskbar is used for,Navigation program,Switching between program,Start a program,All of above,D,Answer: Taskbar is used to launch an application through the start menu. It displays all the opened applications and files. It is used to set taskbar and desktop properties.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),To install the new font in window XP,Start ⇒ setting ⇒ control panel ⇒ font,Start ⇒ setting ⇒ control panel ⇒ font ⇒ install new font,Start ⇒ control panel ⇒ font ⇒ install new font,Start ⇒ setting ⇒ font,B,"To install the new font in window XP 
Start ⇒ setting ⇒ control panel ⇒ font ⇒ install new font. 
• Unzip the fonts first. 
• From the 'Start' menu select 'Control Panel'. 
• Select the 'Appearance and Themes' category. 
• Select 'Fonts' from the 'See Also' panel at the left of the screen. 
• In the Fonts window, select the 'File menu', and choose 'Install New Font'.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),"When a peripheral device needs immediate attention from the operating system, it generates a(n)",Interrupt,Spool,Stack,Page file,A,An interrupt is a signal emitted by hardware or software when a process or an event needs immediate attention. It alerts the processor to a high-priority process requiring interruption of the current working process.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),"Underlined text, such as text and folder names is referred to as",Hyperlink,Menu,Source drive,None of these,A,"Underlined text, such as text and folder names is referred to as Hyperlink. 
• Alternatively referred to as a link and web link, a hyperlink is an icon, graphic or text that links to another file or object. 
• Hyperlinks are what allow web pages to connect to other web pages and without them you would need to know the URL (Uniform Resource Locator) for every page on the Internet.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),Which of the following is suitable after you install new drivers?,Shut Down,Restart,Sleep,Hibernate,B,,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),Windows displays various options to shutdown. Which is suitable at the end of day?,Shut Down,Restart,Sleep,Hibernate,A,,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),Which of the following shutdown method is often called Warm Boot?,Shut Down,Restart,Sleep,Hibernate,B,,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),"______ is most often done after fixing a problem, adding a new program or making configuration change",Shut Down,Restart,Sleep,Hibernate,B,"Restart is most often done after fixing a problem, adding a new program or making configuration change. Computer should be restarted after fixing a problem or installing a new application or making configuration. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Operating System)
 Each Section contains maximum 100 MCQs question on Operating System. To get more questions visit other sections.
 
 Operating System - Section 2
 Operating System - Section 3
 Operating System - Section 4
 Operating System - Section 5
 Operating System - Section 6
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=9,
Operating Systems,Operating System (Examveda),___ is a compromise mode between Shut Down and Sleep mode because it does not consume power and remembers the current state of your desktop,Shut Down,Restart,Sleep,Hibernate,D,"This option was designed for laptops and might not be available for all PCs. (For example, PCs with InstantGo don't have the hibernate option.) Hibernate uses less power than sleep and when you start up the PC again, you’re back to where you left off (though not as fast as sleep). 
Use hibernation when you know that you won't use your laptop or tablet for an extended period and won't have an opportunity to charge the battery during that time. First check to see if this option is available on your PC and if it is, turn it on.
Source : microsoft.com",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),You should choose this mode if you don't know how long you won't use your computer but want to have the same desktop state when you resume,Shut Down,Restart,Sleep,Hibernate,D,"This option was designed for laptops and might not be available for all PCs. (For example, PCs with InstantGo don't have the hibernate option.) Hibernate uses less power than sleep and when you start up the PC again, you’re back to where you left off (though not as fast as sleep). 
Use hibernation when you know that you won't use your laptop or tablet for an extended period and won't have an opportunity to charge the battery during that time. First check to see if this option is available on your PC and if it is, turn it on.
Source : microsoft.com",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),The category of operating system that you most likely have running on your PDA computer is a ....... Operating system,Real time,"Single user, single task","Single user, multitask","Multiuser, multitask",B,"The category of operating system that you most likely have running on your PDA computer is a Single user, single task Operating system.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),Running multiple programs at the same time is called:,Multitasking,Foreground tasking,Single tasking,Symmetric,A,"Multitasking, in an operating system, is allowing a user to perform more than one computer task (such as the operation of an application program) at a time. The operating system is able to keep track of where you are in these tasks and go from one to the other without losing information.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),"What is the meaning of ""Hibernate"" in Windows XP/Windows 7?",Restart the Computer in safe mode,Restart the Computer in hibernate mode,Shutdown the Computer terminating all the running applications,Shutdown the Computer without closing the running applications,D,"The computer saves the current state of the system from the computer's RAM to the hard disk, then shuts down. When the computer is restarted, instead of going through the typical boot sequence, the previously saved state is automatically loaded into the RAM. The open windows and running programs from your previous session appear just as they were when the computer entered Hibernate mode. Basically, Hibernate mode acts like Standby mode, except the computer can be completely turned off.
Source : techterms.com",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),The function of Dir/W is,Show all details of file,Show only file name and directory name,Shows only directory,All of the above,B,The function of Dir/W is Displays only filenames and directory names (without the added information about each file) in a five-wide display format. Dir c:*. This form of the DIR command will also display directories. They can be identified by the DIR label that follows the directory name.,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),Page stealing,Is a sign of an efficient system,Is taking page frame from other working sets,Should be the turning goal,Is taking layer disk space for page in page out,B,"Page stealing is taking page frames from other working sets. When pure demand paging is used, pages are loaded only when they are referenced.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),What do you mean by dialog box?,Interactive message box,Group of options,Set of controls,All of the above,D,"In Microsoft Windows, when you right-click a file and choose Properties, you are presented with the Properties dialog box. You can press Esc to cancel or close a dialog box. If the Esc key does not work, click the Cancel button or X button if available.",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),Dial up connection allows you to,Connect ISP,Internet,Server,All of above,A,A dial-up connection is established when two or more communication devices use a public switched telephone network (PSTN) to connect to an Internet service provider (ISP).,medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
Operating Systems,Operating System (Examveda),To properly exit Windows,Click the stop button on the desktop,Click the exit button on the desktop,Select shut down from Start menu,None of above,C,"The shut down button is located on the bottom-right side of the Start Menu. If you click on the arrow near Shut down, you can find other related options, all of which can be set as the default. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10
 
 
 
 
 
 
 
 
 Read More Section(Operating System)
 Each Section contains maximum 100 MCQs question on Operating System. To get more questions visit other sections.
 
 Operating System - Section 2
 Operating System - Section 3
 Operating System - Section 4
 Operating System - Section 5
 Operating System - Section 6
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/computer-fundamentals/practice-mcq-question-on-operating-system/?page=10,
