subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Web Technologies & Internet / PHP,html5,Which tag is used to encapsulate navigation and then style the elements appropriately as menu items?,ul,li,nav,both a and b,D,"Conventionally, many Web developers have used
and
tags to encapsulate navigation and then styled the elements appropriately as menu items. This seems to introduce quite a bit of ambiguity in markup because it may be difficult to determine the difference between a list that has links in it and a list that is simply navigation.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=2,
Web Technologies & Internet / PHP,html5,__________ can be used to advise the browser to download media content in the background to improve playback.,poster,autobuffer,buffer,data-X,B,"It suggests to the browser that it should load as much of the resource as possible. As long as the browser’s own media cache isn’t full, it will keep on downloading.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=2,
Web Technologies & Internet / PHP,html5,"The _________ element is used to render simple graphics such as line art, graphs, and other custom graphical elements on the client side.",metadata,css,canvas,art,C,"The canvas element is part of HTML5 and allows for dynamic, scriptable rendering of 2D shapes and bitmap images.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=2,
Web Technologies & Internet / PHP,html5,Which plugins can provide the fallback support for old browsers?,Flash,Quicktime,both and b,none of the mentioned,C,"An attribute of the format: type=”application/x-shockwave-flash” will justify the purpose. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(HTML5)
 Each Section contains maximum 100 MCQs question on HTML5. To get more questions visit other sections.
 
 HTML5 - Section 2
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=2,
Web Technologies & Internet / PHP,html5,What more needs to be achieved to fulfil the promises of the Open Web Platform?,Security and Privacy,Performance and Tuning,Media and Real-Time Communications,All of the mentioned,D,"W3C CEO Jeff Jaffe states that “now that HTML5 is done, W3C should do more to strengthen the parts of the Open Web Platform that developers most urgently need for success.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,Which protocol is supported by Android browsers?,HTTPS,HLS,RTMP,FTP,B,Android browsers support a new streaming protocol namedHTTP Live Streaming (HLS) implemented by Apple Inc.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,"__________ is a JavaScript library that implements the most common user interface elements and interactions like sliders, accordions, tabs, and so on.",JavaScript,JQuery UI,VTS,JCL,B,"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of the jQuery JavaScript Library.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ sets or returns whether the audio/video should be loaded when the page loads.",preload,autoplay,buffered,controller,A,The preload property allows the author to provide a hint to the browser about what he/she thinks will lead to the best user experience. This attribute may be ignored in some instances.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,What will happen if height and width of video are not set while video loads?,page flickers,page does not load,page crash,none of the mentioned,A,"If height and width are not set, the browser does not know the size of the video. The effect will be that the page will change (or flicker) while the video loads.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,Which of the following HTML Video – Media Type is not supported in IE?,WebM,MP4,Ogg,None of the mentioned,C,"The Ogg container format with the Theora video codec and the Vorbis audio codec is supported in desktop/mobile Gecko (Firefox), Chrome, and Opera, and support for the format can be added to Safari (but not on iOS) by installing an add-on. The format is not supported in Internet Explorer in any way.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ sets or returns the default speed of the audio/video playback.",currentTime,duration,defaultPlaybackRate,playbackRate,C,"Setting this property will only change the default playback speed, not the current.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ sets or returns the CORS settings of the audio/video.",currentTime,duration,defaultPlaybackRate,crossOrigin,D,"The purpose of the crossorigin attribute is to allow you to configure the CORS requests for the element’s fetched data. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(HTML5)
 Each Section contains maximum 100 MCQs question on HTML5. To get more questions visit other sections.
 
 HTML5 - Section 2
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=3,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ returns a TimeRanges object representing the buffered parts of the audio/video.",preload,networkState,buffered,controller,C,A buffered range is a time-range of buffered audio/video. The user gets several buffered ranges if he/she skips in the audio/video.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,Which of the following browser does not support wav file format?,Opera,Firefox,Chrome,Internet Explorer,D,IE(Internet Explorer) does not support wav and Ogg file format.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ sets or returns the volume of the audio/video.",src,volume controls,volume,video Tracks,C,The volume property sets or returns the current volume of the audio/video.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"Which of the following attribute adds audio controls, like play, pause, and volume?",audio,controls,source,src,B,"The controls attribute is a boolean attribute. When present, it specifies that audio controls should be displayed.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ sets or returns whether the audio/video should start playing as soon as it is loaded.",controls,audio Tracks,autoplay,currentSrc,C,"The autoplay attribute is a boolean attribute. When present, the audio will automatically start playing as soon as it can do so without stopping.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ sets or returns whether the audio/video should start over again when finished.",loop,autoplay,seeking,played,A,"The loop attribute is a boolean attribute. When present, it specifies that the audio will start over again, every time it is finished.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ returns a MediaError object representing the error state of the audio/video.",ended,seeking,error,mediaGroup,C,The error property returns a MediaError object. The MediaError object has a code property containing the error state of the audio/video.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"In HTML Audio/Video DOM, __________ returns a TextTrackList object representing the available text tracks.",readyState,startDate,videoTracks,textTracks,D,The textTracks property returns a TextTrackList object. The TextTrackList object represents the available text tracks for the audio/video. Each available text track is represented by an TextTrack Object.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,Which of the following statement is not true?,SVG stands for Scalable Vector Graphics,SVG is used to define graphics for the Web,SVG is a W3C recommendation,All of the mentioned,D,"All the statements regarding SVG are true. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(HTML5)
 Each Section contains maximum 100 MCQs question on HTML5. To get more questions visit other sections.
 
 HTML5 - Section 2
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=4,
Web Technologies & Internet / PHP,html5,"To draw on the canvas, authors must first obtain a reference to a context using the ______________ method of the canvas interface element.",getData,toDataURL,getContext,none of the mentioned,C,contextType is a DOMString containing the context identifier defining the drawing context associated to the canvas.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,The ___________ method must add the scaling transformation described by the arguments to the transformation matrix.,"scale(x, y)","translate(x, y)",rotate(angle),none of the mentioned,A,"HTML5 canvas provides scale(x, y) method which is used to increase or decrease the units in our canvas grid.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,"Which method must clear the pixels in the specified rectangle that also intersects the current clipping region to a fully transparent black, erasing any previous image?","strokeRect(x, y, w, h)","clearRect(x, y, w, h)","fillRect(x, y, w, h)",none of the mentioned,B,The clearRect() method clears the specified pixels within a given rectangle.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,"When the _____________ method is passed an animated image as its image argument, the user agent must use the poster frame of the animation, or, if there is no poster frame, the first frame of the animation.",measureText(),imageData(),drawImage(),none of the mentioned,C,"The drawImage() method draws an image, canvas, or video onto the canvas.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,"The ____________ method must create a new clipping region by calculating the intersection of the current clipping region and the area described by the current path, using the non-zero winding number rule.",fill(),stroke(),clip(),none of the mentioned,C,The clip() method clips a region of any shape and size from the original canvas.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,"The ____________ method must fill all the subpaths of the current path, using fillStyle, and using the non-zero winding number rule.",fill(),stroke(),clip(),none of the mentioned,A,The fill() method fills the current drawing (path).The default color is black.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,Which of the following methods must empty the list of subpaths so that the context once again has zero subpaths?,closePath(),beginPath(),"moveTo(x, y)",none of the mentioned,B,"The beginPath() method begins a path, or resets the current path.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,Which of the following is not a type of attribute for input tag?,day,week,month,time,A,day is not defined in the pre-defined attribute list of input tag,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,"The new __________ element is supposed to represent some form of extra details, such as a tooltip or revealed region that may be shown to a user.",progress,meter,details,menu,C,"The details tag specifies additional details that the user can view or hide on demand. The details tag can be used to create an interactive widget that the user can open and close. Any sort of content can be put inside the <details> tag. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(HTML5)
 Each Section contains maximum 100 MCQs question on HTML5. To get more questions visit other sections.
 
 HTML5 - Section 2
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=5,
Web Technologies & Internet / PHP,html5,"The __________ element may contain not just links but also other interactive items, including the newly introduced command element.",progress,meter,details,menu,B,"The menu tag defines a list/menu of commands. The menu tag is used for context menus, toolbars and for listing form controls and commands.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,"The __________ attribute effectively renders the iframe as an inline include, which allows the parent document’s CSS to affect the contents of the iframe",allow-forms,seamless,embed,none of the mentioned,B,"The seamless attribute is a boolean attribute. When present, it specifies that the iframe should look like it is a part of the containing document (no borders or scrollbars).",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,Which of the following allows the sandboxed iframe to run scripts from the same domain?,allow-same-origin,allow-forms,allow-scripts,none of the mentioned,C,The sandbox attribute enables an extra set of restrictions for the content in the iframe.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,__________ allows the iframe to pull in content from elsewhere in the same domain.,allow-same-origin,allow-forms,allow-scripts,none of the mentioned,A,It allows the iframe content to be treated as being from the same origin.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,All elements are identified by their __________ and are marked up using either start tags and end tags or self-closing tags,attribute name,tag name,class name,none of the mentioned,B,"The tagName property returns the tag name of the element. In HTML, the returned value of the tagName property is always in UPPERCASE.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,The __________ element represents a span of text that is isolated from its surroundings for the purposes of bidirectional text formatting,b,bdi,bdo,base,B,bdi stands for Bi-directional Isolation. This element is useful when embedding user-generated content with an unknown directionality.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,The interactive element audio with the attribute controls must not appear as a descendant of which element?,a,button,audio,both a and b,D,The anchor and the button tag acts as link which cannot be a parent of audio element.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,A ____________ element must have a start tag but must not have an end tag.,details,command,code,both a and b,B,The command tag is new in HTML5 and specifies a normal command with an action.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,Which type attribute of input element sets the element’s value to a string representing a number?,range,email,file,date,A,The input element with a type attribute whose value is “range” represents an imprecise control for setting the element’s value to a string representing a number.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,Which of the following type attributes of input element defines control for entering a telephone number?,mob,tel,mobile,telephone,B,"The input element with a type attribute whose value is “tel” represents a one-line plain-text edit control for entering a telephone number. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(HTML5)
 Each Section contains maximum 100 MCQs question on HTML5. To get more questions visit other sections.
 
 HTML5 - Section 2
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=6,
Web Technologies & Internet / PHP,html5,Which element represents a control for generating a public-private key pair?,ins,keygen,key,command,B,The keygen element represents a control for generating a public-private key pair and for submitting the public key from that key pair.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Which element represents marked or highlighted text for reference purposes?,highlight,mark,strong,blink,B,"The mark element represents a run of text in one document marked or highlighted for reference purposes, due to its relevance in another context.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Which element(s) represents a section of a document that links to other documents?,navigation,anchor tag,nav,option,C,The nav element represents a section of a page that links to other pages or to parts within the page: a section with navigation links.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Which of the following element marks the ruby text component of a ruby annotation?,r,rt,ruby,rubytxt,B,The rt element is the markup for ruby text.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Subtitle tracks and caption tracks to be specified for audio and video elements can be added using which of the following element?,sink,track,stable,caption,B,The track element enables supplementary media tracks such as subtitle tracks and caption tracks to be specified for audio and video elements.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Which of the following is/are the property of SVG images?,SVG images are scalable,SVG images are zoomable,SVG is an open standard,All of the mentioned,D,Scalable Vector Graphics (SVG) is an XML-based vector image format for two-dimensional graphics with support for interactivity and animation.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,_______ drawings can be dynamic and interactive.,Canvas based,SVG,CSS3,JavaScript,B,Scalable Vector Graphics (SVG) is an XML-based vector image format for two-dimensional graphics with support for interactivity and animation. The SVG specification is an open standard developed by the World Wide Web Consortium (W3C) since 1999. SVG images and their behaviors are defined in XML text files.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Which element must reference a resource that can provide an image for the cursor graphic?,hover,i,cursor,fill,C,"The cursor attribute specifies the mouse cursor displayed when the mouse pointer is over an element. This attribute behaves exactly like the css cursor property except that if the browser supports the cursor element, you should be able to use it with the funciri notation.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,Which element serves as a container for atomic filter operations.,filter,feimage,feblend,tref,A,"A filter is referenced by using the filter attribute on the target SVG element and is never renderd directly. 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(HTML5)
 Each Section contains maximum 100 MCQs question on HTML5. To get more questions visit other sections.
 
 HTML5 - Section 2
 
 


 
 
 
 

 
 

 -->
 
 
 


 

-->
 
 
 Copyright © 2026 Examveda.com
 
 
 
 
 
 
 
 
 
 About Us |
 Terms & Condition |
 Privacy Policy |
 Contact Us",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=7,
Web Technologies & Internet / PHP,html5,The __________ element must reference either an ‘altGlyphDef’ element or a ‘glyph’ element.,href,src,animate,altGlyph,D,The altGlyph element allows sophisticated selection of the glyphs used to render its child character data.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,The ___________ element must reference a ‘linearGradient’ or ‘radialGradient’ element.,script,radialGradient,animateTransform,clip-Path,B,radialGradient lets authors define radial gradients to fill or stroke graphical elements.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,Which property of SVG restricts the region to which paint can be applied?,animateTransform,clip-Path,linearGradient,radialGradient,B,A clipping path is defined with a clipPath element. A clipping path is used/referenced using the clip-path property.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,Which SVG element produces the same effect as if the nodes were deeply cloned into a non-exposed DOM?,tref,use,stroke,bin,B,"The use element takes nodes from within the SVG document, and duplicates them somewhere else.",medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,What is the replacement for cookies in HTML5?,Web beacons,Java scripts,Local Storage,All the above,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,A semantic element clearly describes its meaning to,Browser,Developer,Both A & B,None of the above,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,Which is not suited for game applications?,Canvas,Svg,Both A & B,None of the above,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,"HTML5 features, include native audio and video support without the need for.",Flash,Canvas,Svg,None of the above,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,"Which attribute specifies that the video will be loaded at page load, and ready to run. Ignored if autoplay is present.",loop,src,preload,poster,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=8,
Web Technologies & Internet / PHP,html5,"Which boolean attribute if specified, will allow video automatically seek back to the start after reaching at the end.",autoplay,autobuffer,loop,controls,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Which method retrieves periodic updates about the current geographic location of the device.,getCurrentPosition(),watchPosition(),clearWatch(),All the mentioned above,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Which of the following attribute triggers event after the document is printed?,offlineprint,onprint,onafterprint,onbeforeprint,C,onafterprint − Triggers event after the document is printed.,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,"Which is a JavaScript running in the background, without affecting the performance of the page.",Web Worker,Canvas,SVG,None of the above,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Which event will be used when a connection to the server is opened.,onopen,onmessage,onerror,None of the above,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Which method is used to increase or decrease the units in a canvas grid.,Canvas Transform,Canvas Rotation,Canvas Scaling,Canvas Composition,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,The canvas element has a DOM method it is called.,getContext,getId,getElement,None of the above,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,The HTML canvas is a,Three-dimensional grid,One-dimensional grid,Two-dimensional grid,None of the above,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Header element does not contain . . . . . . . .,logo,<address>,heading elements,authorship information,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Which property defines in which direction the container wants to stack flex items?,flex-flow,flex-wrap,flex-direction,align-content,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=9,
Web Technologies & Internet / PHP,html5,Which of the following was not previous layout mode?,Block,Flexbox layout,Inline,Positioned,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following overrides container's align-items property?,order,align-self,align-items,flex,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which property is used to align flex items?,align-items,justify-content,align-content,flex-grow,B,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following can't be the value of float property?,left,right,center,inherit,C,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following element is used as a container for content?,<aside>,<article>,<address>,<footer>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following can't be the value of a clear property?,left,inherit,right,center,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following specifies initial length of flex item?,flex-flow,flex-grow,flex-shrink,flex-basis,D,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which one of the following contains information about the author?,<footer>,<header>,<head>,<body>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which element contains major navigational block?,<nav>,<address>,<footer>,<header>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,html5,Which of the following works as a sidebar?,<aside>,<footer>,<details>,<section>,A,,medium,web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html5/?page=10,
Web Technologies & Internet / PHP,"html fonts, tags and elements","All attribute declarations begin with the keyword ____________ followed by the element name, attribute name, attribute type, and default data information.",XML,SGML,ATTLIST,None of the mentioned,C,"Option C is the correct answer. 

In an HTML or SGML Document Type Definition (DTD), attribute declarations begin with the keyword ATTLIST. An ATTLIST declaration specifies the attributes that are allowed for a particular element, along with each attribute's type and default value. 

The general syntax of an attribute list declaration is: 

<!ATTLIST element-name attribute-name attribute-type default-value> 

Why Option A is incorrect: 

XML (Extensible Markup Language) is a markup language, not the keyword used to declare attributes in a DTD. Although XML supports DTDs, attribute declarations within a DTD still use the ATTLIST keyword. 

Why Option B is incorrect: 

SGML (Standard Generalized Markup Language) is the markup language standard from which HTML was originally derived. It defines the concept of DTDs, but SGML itself is not the keyword used to declare attributes. The actual de",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements",The ________ declaration specifies which characters and delimiters may appear in the application.,DTD,SGML,XML,None of the mentioned,B,SGML (Standard Generalized Markup Language) is a standard for how to specify a document markup language or tag set. Such a specification is itself a document type definition (DTD).,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements",The __________ defines the syntax of markup constructs and include additional definitions such as character entity references.,Attributes,SGML,Elements,DTD,D,The DTD defines the syntax of markup constructs. The DTD may include additional definitions such as character entity references.,medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements",A/An _________ is essentially a macro that allows a short name to be associated with replacement text.,Entity,Attribute,Comment,None of the mentioned,A,"Reserved characters in HTML must be replaced with character entities. Characters, not present on your keyboard, can also be replaced by entities.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The ___________ keyword begins the declaration of attributes that an element may take. It is followed by the name of the element in question, a list of attribute definitions, and a closing.",DOCTYPE,ATTLIST,DTD,None of the mentioned,A,"In HTML 4.01, the !DOCTYPE declaration refers to a DTD, because HTML 4.01 was based on SGML. The DTD specifies the rules for the markup language, so that the browsers render the content correctly.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements",The __________ begins with a series of parameter entity definitions.,DTD,SGML,XML,None of the mentioned,A,"The HTML DTD begins with a series of parameter entity definitions. A parameter entity definition defines a kind of macro that may be referenced and expanded elsewhere in the DTD. These macros may not appear in HTML documents, only in the DTD. Other types of macros, called character references, may be used in the text of an HTML document or within attribute values.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
Web Technologies & Internet / PHP,"html fonts, tags and elements","The ______________ parameter identifies a character encoding, which is a method of converting a sequence of bytes into a sequence of characters.",class,element,charset,none of the mentioned,C,"To display an HTML page correctly, a web browser must know the character set (character encoding) to use.",medium,"web:Examveda.com https://www.examveda.com/html/practice-mcq-question-on-html-fonts,-tags-and-elements/",
