subject,topic,question,option_a,option_b,option_c,option_d,correct_letter,explanation,difficulty,source,tags
Python Programming,conditional formatting (while and for loops),What is the output of the following code: x = 0 while x,0 1 2 3 4,1 2 3 4 5,1 1 1 1 1,0 1 2 3 5,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=3,
Python Programming,conditional formatting (while and for loops),What is the purpose of the pass statement in a loop?,It acts as a placeholder,It breaks the loop,It starts a loop,It continues the loop,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=3,
Python Programming,conditional formatting (while and for loops),"In Python, which loop is suitable for cases where you need to execute a block of code multiple times until a condition is met?",For Loop,While Loop,Do-While Loop,Infinite Loop,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=3,
Python Programming,conditional formatting (while and for loops),"What is the output of the following code snippet: for i in range(1, 5, 2): print(i)",1 3,1 5,2 4,1 2,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=3,
Python Programming,conditional formatting (while and for loops),What will the following loop print: for i in range(3): print(i),0 1 2,1 2 0,1 2 3,1 2 2,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=3,
Python Programming,conditional formatting (while and for loops),What is the output of the following code snippet: count = 0 while count,Hello Hello,Hello Hello Hello,0 1 2,It enters an infinite loop,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=3,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
a = [0, 1, 2, 3]
for a[0] in a:
 print(a[0])",0 1 2 3,0 1 2 2,3 3 3 3,error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(5):
 if i == 5:
 break
 else:
 print(i)
else:
 print(""Here"")",0 1 2 3 4 Here,0 1 2 3 4 5 Here,0 1 2 3 4,1 2 3 4 5,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(10):
 if i == 5:
 break
 else:
 print(i)
else:
 print(""Here"")",0 1 2 3 4 Here,0 1 2 3 4 5 Here,0 1 2 3 4,1 2 3 4 5,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
string = ""my name is x""
for i in ' '.join(string.split()):
 print (i, end="", "")","m, y, , n, a, m, e, , i, s, , x,","m, y, , n, a, m, e, , i, s, , x","my, name, is, x,",error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = (i for i in range(3))
for i in x:
 print(i)
for i in x:
 print(i)",0 1 2,error,0 1 2 0 1 2,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
string = ""my name is x""
for i in string:
 print (i, end="", "")","m, y, , n, a, m, e, , i, s, , x,","m, y, , n, a, m, e, , i, s, , x","my, name, is, x,",error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
a = [0, 1, 2, 3]
for a[-1] in a:
 print(a[-1])",0 1 2 3,0 1 2 2,3 3 3 3,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = (i for i in range(3))
for i in x:
 print(i)",0 1 2,error,0 1 2 0 1 2,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
string = ""my name is x""
for i in string.split():
 print (i, end="", "")","m, y, , n, a, m, e, , i, s, , x,","m, y, , n, a, m, e, , i, s, , x","my, name, is, x,",error,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
a = [0, 1, 2, 3]
i = -2
for i not in a:
 print(i)
 i += 1",-2 -1,0,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=4,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
for i in '':
 print (i)",None,(nothing is printed),error,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
for i in 'abcd'[::-1]:
 print (i)",a b c d,d c b a,error,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(2.0):
 print(i)",0.0 1.0,0 1,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(int(2.0)):
 print(i)",0.0 1.0,0 1,error,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
for i in ''.join(reversed(list('abcd'))):
 print (i)",a b c d,d c b a,error,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
x = 2
for i in range(x):
 x += 1
 print (x)",0 1 2 3 4 ...,0 1,3 4,0 1 2 3,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(float('inf')):
 print (i)",0.0 0.1 0.2 0.3 ...,0 1 2 3 ...,0.0 1.0 2.0 3.0 ...,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(int(float('inf'))):
 print (i)",0.0 0.1 0.2 0.3 ...,0 1 2 3 ...,0.0 1.0 2.0 3.0 ...,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
x = 2
for i in range(x):
 x -= 2
 print (x)",0 1 2 3 4 ...,0 -2,0,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=5,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = 123
for i in x:
 print(i)",1 2 3,123,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0, 1, 2}
for x in d:
 print(x)",0 1 2,"{0, 1, 2} {0, 1, 2} {0, 1, 2}",error,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0, 1, 2}
for x in d.values():
 print(x)",0 1 2,None None None,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0: 'a', 1: 'b', 2: 'c'}
for i in d:
 print(i)",0 1 2,a b c,0 a 1 b 2 c,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0: 'a', 1: 'b', 2: 'c'}
for x, y in d.items():
 print(x, y)",0 1 2,a b c,0 a 1 b 2 c,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0, 1, 2}
for x in d:
 print(d.add(x))",0 1 2,0 1 2 0 1 2 0 1 2 ...,None None None,None of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0: 'a', 1: 'b', 2: 'c'}
for x in d.keys():
 print(d[x])",0 1 2,a b c,0 a 1 b 2 c,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0: 'a', 1: 'b', 2: 'c'}
for x in d.values():
 print(x)",0 1 2,a b c,0 a 1 b 2 c,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0: 'a', 1: 'b', 2: 'c'}
for x in d.values():
 print(d[x])",0 1 2,a b c,0 a 1 b 2 c,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
d = {0: 'a', 1: 'b', 2: 'c'}
for x, y in d:
 print(x, y)",0 1 2,a b c,0 a 1 b 2 c,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=6,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
for i in range(0):
 print(i)",0,no output,error,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=7,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = 'abcd'
for i in range(x):
 print(i)",a b c d,0 1 2 3,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=7,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
x = 'abcd'
for i in range(len(x)):
 print(x)
 x = 'a'",a,abcd abcd abcd abcd,a a a a,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=7,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
x = 'abcd'
for i in range(len(x)):
 i.upper()
print (x)",a b c d,0 1 2 3,error,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=7,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = 'abcd'
for i in range(len(x)):
 print(i.upper())",a b c d,0 1 2 3,error,1 2 3 4,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=7,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code snippet? 
x = 'abcd'
for i in range(len(x)):
 x = 'a'
 print(x)",a,abcd abcd abcd,a a a a,none of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=7,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
while i in x:
 print(i, end="" "")",a b c d e f,abcdef,i i i i i i ...,error,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""a""
while i in x:
 x = x[1:]
 print(i, end = "" "")",a a a a a a,a,no output,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""a""
while i in x[1:]:
 print(i, end = "" "")",a a a a a a,a,no output,error,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""i""
while i in x:
 print(i, end="" "")",no output,i i i i i i ...,a b c d e f,abcdef,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""a""
while i in x:
 x = x[:-1]
 print(i, end = "" "")",i i i i i i,a a a a a a,a a a a a,none of the mentioned,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""a""
while i in x[:-1]:
 print(i, end = "" "")",a a a a a,a a a a a a,a a a a a a ...,a,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 0
while i",0 1 2 3 0,0 1 2 0,0 1 2,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""a""
while i in x:
 print(i, end = "" "")",no output,i i i i i i ...,a a a a a a ...,a b c d e f,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=8,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
x = ""abcdef""
i = ""a""
while i in x:
 print('i', end = "" "")",no output,i i i i i i ...,a a a a a a ...,a b c d e f,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 2
while True:
 if i%3 == 0:
 break
 print(i)
 i += 2",2 4 6 8 10 ...,2 4,2 3,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 1
while True:
 if i%2 == 0:
 break
 print(i)
 i += 2",1,1 2,1 2 3 4 5 6 ...,1 3 5 7 9 11 ...,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 5
while True:
 if i%0O9 == 0:
 break
 print(i)
 i += 1",5 6 7 8,5 6 7 8 9,5 6 7 8 9 10 11 12 13 14 15 ....,error,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
True = False
while True:
 print(True)
 break",True,False,None,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 1
while False:
 if i%2 == 0:
 break
 print(i)
 i += 2",1,1 3 5 7 ...,1 2 3 4 ...,none of the mentioned,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 5
while True:
 if i%0O11 == 0:
 break
 print(i)
 i += 1",5 6 7 8 9 10,5 6 7 8,5 6,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=9,
Python Programming,conditional formatting (while and for loops),"What will be the output of the following Python code? 
i = 1
while True:
 if i%0O7 == 0:
 break
 print(i)
 i += 1",1 2 3 4 5 6,1 2 3 4 5 6 7,error,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-conditional-formatting-(while-and-for-loops)/?page=10,
Python Programming,strings in python,Which of the following is the correct way to create a string in Python?,"""Hello, World!""","'Hello, World!'","""Hello, World!'","'Hello, World!""",B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,"What is the output of the following code: word = ""Python"" print(word[2])",t,h,o,y,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,What does the len() function do when applied to a string?,Returns the length of the string,Converts the string to lowercase,Converts the string to uppercase,Removes leading whitespace,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,Which character is used to access individual elements of a string by index in Python?,. (period),", (comma)",: (colon),[ and ] (square brackets),D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,"What will be the output of the following code: string = ""Python"" print(string[1:4])",yth,ytho,thon,None of the above,A,"Understanding String Slicing in Python 
 
In Python, strings are sequences of characters. We can access parts of a string using slicing. 
 
String slicing uses square brackets `[]` and a colon `:` to specify a range of characters. The format is `string[start:end]`. 
 
The `start` index indicates where to begin (inclusive), and the `end` index indicates where to stop (exclusive). 
 
Let's break down the code: 
 
string = ""Python"" 
This line assigns the string ""Python"" to the variable string. 
 
print(string[1:4]) 
This line uses slicing to extract a portion of the string. Let's analyze the indices: 
 
-1 (start index): This means we start at the second character (remember, Python uses zero-based indexing, so the first character is at index 0). 
-4 (end index): This means we stop just before the fourth character. 
 
Therefore, string[1:4] will extract characters from index 1 ( 'y' ) up to,",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,Which of the following methods is used to find the index of the first occurrence of a substring in a string?,index(),find(),search(),locate(),B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,"What is the output of the code: string = ""Python"" print(string[-2])",o,t,h,n,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,"In Python, which escape sequence is used to represent a newline character?",\n,\r,\t,\s,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/,
Python Programming,strings in python,What method is used to convert a string to uppercase in Python?,upper(),to_upper(),uppercase(),case_up(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,Which method is used to replace a substring in a string with another substring?,replace(),substitute(),swap(),insert(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,"In Python, how can you check if a string starts with a specific substring?",startswith(),start_with(),start(),begin_with(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,Which method is used to count the occurrences of a substring in a string?,count(),find(),search(),locate(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,What is the purpose of the strip() method for strings?,Removes leading and trailing whitespace,Converts a string to uppercase,Converts a string to lowercase,Adds whitespace to the end,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,"What is the output of the following code: string = ""Python"" print(string[::-1])",nohtyP,n o h t y P,Python,P y t h o n,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,"In Python, which escape sequence is used to represent a tab character?",\t,\n,\r,\s,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,What does the isalpha() method of a string object check for?,Checks if all characters in the string are alphabetic,Checks if the string contains alphabetic characters,Checks if the string is in uppercase,Checks if the string is empty,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,"What is the output of the following code: string = ""Python"" print(string[1:])",ython,P y t h o n,Python,ytho,D,"The correct answer is A: ython. 
 
Here's why: 
 
In Python, strings are sequences, and we can access parts of them using slicing. 
 
The code `string[1:]` creates a slice of the string. 
 
The `1` inside the square brackets means we're starting our slice from the second character of the string (remember, Python uses zero-based indexing, so index 0 is the first character). 
 
The `:` after the `1` means we're going all the way to the end of the string. 
 
So, `string[1:]` takes the string ""Python"" and returns a new string that starts from the second character ('y') and goes to the end, resulting in ""ython"".
 

 
 
 
 



 
 
 
 
 
 
 
 
 
 
 
 
 
1
2
3
4
5
6
7
8
9
10

 
 
 
 
 
 
 
 
 Read More Section(Strings in Python)
 Each Section contains maximum 100 MCQs question on Strings in Python. To get more questions visit other sections.
 
 Strings in Python - Section 2
 
 


 
 
 
 

 
 

 ",medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=2,
Python Programming,strings in python,Which method is used to split a string into a list of substrings based on a specified separator?,split(),divide(),explode(),break(),A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,What is the purpose of the find() method for strings?,Returns the index of the first occurrence of a substring,Replaces a substring with another,Counts occurrences of a substring,Converts the string to lowercase,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,"What is the output of the following code: string = ""Python is fun"" print(string.split())","['Python', 'is', 'fun']",Python is fun,P y t h o n i s f u n,['Python is fun'],B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,"In Python, how can you check if a string ends with a specific substring?",endswith(),end_with(),end(),finish_with(),D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,What is the purpose of the join() method for strings?,Concatenates elements of an iterable into a string,Reverses the string,Removes whitespace,Splits a string,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,"What is the output of the following code: string = ""Python"" print(string.find(""th""))",2,-1,3,4,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,Which method is used to remove leading and trailing whitespace from a string?,strip(),trim(),whitespace(),clean(),C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,"What will be the output of the following code: string = ""Hello, world!"" print(string.replace(""o"", ""i""))","Helli, wirld!","Hell, wirld!",Hii,"Hello, world!",C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,What is the purpose of the title() method for strings?,Converts the first character of each word to uppercase,Converts the string to lowercase,Converts the string to uppercase,Removes leading whitespace,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,"In Python, how can you check if a string contains only numeric characters?",isnumeric(),isnumber(),isdigit(),numeric(),B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=3,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('a@ 1,'.islower())",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""xyyzxyzxzxyy"".count('xyy', 2, 11))",2,0,1,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code? 
>>>example = ""helle""
>>>example.find(""e"")",Error,-1,1,0,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('xyyxyyxyxyxxy'.replace('xy', '12', 100))",xyyxyyxyxyxxy,12y12y1212x12,none of the mentioned,error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('abcd'.translate({'a': '1', 'b': '2', 'c': '3', 'd': '4'}))",abcd,1234,error,none of the mentioned,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('1Rn@'.lower())",n,1rn@,rn,r,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('1@ a'.isprintable())",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,What arithmetic operators cannot be used with strings?,+,*,-,All of the mentioned,C,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print('1.1'.isnumeric())",True,False,None,Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=4,
Python Programming,strings in python,"What will be the output of the following Python code? 
print(""xyyzxyzxzxyy"".endswith(""xyy"", 0, 2))",0,1,True,False,D,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code snippet? 
print(''.isdigit())",True,False,None,Error,B,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
Python Programming,strings in python,"What will be the output of the following Python code? 
print('ab'.isalpha())",True,False,None,Error,A,,medium,web:Examveda.com https://www.examveda.com/python-program/practice-mcq-question-on-strings-in-python/?page=5,
